n_noise_features,repetition,Ours,KNN,LOF,IForest,OCSVM,AutoEncoder
64,3,0.5,0.44208820628434553,0.4483584613216852,0.46188530364942937,0.48062561645765817,0.4672396787374947
64,4,0.6276595744680851,0.4332112160067634,0.4442722277018458,0.4861208961533041,0.4833028040016909,0.4551218824855573
64,5,0.5924334225729182,0.4885162744821756,0.48245737635620684,0.5047203043539523,0.5468507820205721,0.4830209947865295
64,6,0.5714386360433986,0.4032689868958715,0.43426800056361836,0.4294772439058757,0.43314076370297305,0.39185571368183736
64,7,0.5798224601944484,0.5548118923488798,0.5575595321967027,0.500211356911371,0.5586867690573482,0.4816119487107229
64,8,0.6056784556855009,0.4747076229392701,0.4534310271945893,0.49316612653233766,0.5050021135691137,0.4809074256728195
64,9,0.48006199802733546,0.5196561927575032,0.5572777229815415,0.5057066366070171,0.5460053543750881,0.4821755671410455
68,0,0.621741580949697,0.5469916866281528,0.536705650274764,0.4827391855713682,0.5679864731576723,0.4773848104833028
68,1,0.5758066788783993,0.47167817387628574,0.4983795970128223,0.501479498379597,0.5223333803015359,0.44511765534732983
68,2,0.6195575595321967,0.47823023812878684,0.4731576722558828,0.4634352543328166,0.5113428209102437,0.4716077215724954
68,3,0.5,0.4787234042553192,0.47414400450894745,0.5182471466816965,0.4865436099760462,0.4618853036494293
68,4,0.648724813301395,0.5144427222770185,0.5165562913907286,0.47132591235733406,0.539241933211216,0.45286740876426657
68,5,0.6150486120896155,0.5380442440467803,0.5309285613639566,0.49781597858249965,0.5571368183739608,0.48612089615330417
68,6,0.5908834718895308,0.5275468507820207,0.526983232351698,0.4811892348879808,0.536705650274764,0.4948569818233056
68,7,0.5847541214597717,0.4851345639002395,0.48076652106523876,0.47583485979991547,0.5255741862758913,0.4775257150908835
68,8,0.5905312103705791,0.5440326898689587,0.5417782161476681,0.48527546850782016,0.5561504861208961,0.4926025081020149
68,9,0.4799210934197548,0.3745244469494152,0.376356206847964,0.41285050021135694,0.42722277018458504,0.3950965196561927
72,0,0.6225165562913907,0.44166549246160347,0.4253910102860364,0.3834014372269974,0.4706213893194307,0.41327321403409895
72,1,0.5556573199943639,0.4785120473439482,0.454417359447654,0.47527124136959276,0.5183880512892772,0.42680005636184304
72,2,0.6354797801888122,0.512470057770889,0.502747639847823,0.498943215443145,0.5168381006058897,0.4794983795970128
72,3,0.5,0.5054248273918557,0.4923206988868536,0.49499788643088627,0.5185289558968579,0.4663942510920107
72,4,0.6306890235310695,0.4501902212202339,0.41764125686909964,0.430181766943779,0.49020712977314357,0.45033112582781454
72,5,0.5990559391292095,0.5065520642525011,0.502324926025081,0.511624630125405,0.5072565872904043,0.4697759616739467
72,6,0.6247005777088911,0.5192334789347612,0.5166971959983091,0.47611666901507677,0.5298013245033113,0.46188530364942937
72,7,0.573622657460899,0.47252360152176975,0.4755530505847541,0.4769620966605608,0.535014794983796,0.4752712413695928
72,8,0.6075806678878399,0.44730167676483024,0.4597717345357193,0.4466676060307172,0.4862618007608849,0.44483584613216853
72,9,0.4863322530646752,0.48633225306467526,0.4793574749894322,0.5117655347329858,0.5126109623784698,0.4756939551923348
76,0,0.582922361561223,0.48654360997604623,0.4859799915457236,0.47865295195152885,0.49260250810201495,0.44004508947442583
76,1,0.5572072706777512,0.5088065379737917,0.5165562913907285,0.48104833028040017,0.5320557982246019,0.4763984782302381
76,2,0.6144849936592928,0.5317035367056503,0.5282513738199239,0.5038748767084683,0.5524869663237988,0.4914752712413695
76,3,0.5,0.45026067352402427,0.47132591235733406,0.46399887276313934,0.4983795970128223,0.4538537410173313
76,4,0.657813160490348,0.4598421868395096,0.4421586585881358,0.4778075243060448,0.48090742567281947,0.4425813724108778
76,5,0.5846132168521911,0.4455403691700719,0.420882062843455,0.4422995631957165,0.47442581372410875,0.42440467803297166
76,6,0.5712272791320276,0.4444131323094265,0.4359588558545864,0.48724813301394954,0.4763984782302381,0.4314499084120051
76,7,0.5843314076370297,0.45751726081442856,0.44004508947442583,0.4499084120050726,0.4835846132168522,0.4315908130195857
76,8,0.6110328307735663,0.4830914470903198,0.4995068338734677,0.5145836268845991,0.5154290545300831,0.45244469494152456
76,9,0.4831618993941102,0.4787234042553191,0.4876708468366916,0.4811892348879808,0.5275468507820206,0.45709454699168667
80,0,0.6100464985205016,0.5070452303790334,0.48034380724249687,0.5104973932647597,0.540932788502184,0.45991263914329994
80,1,0.5538960123996054,0.4702691278004791,0.45089474425813725,0.45934902071297734,0.49866140622798366,0.4394814710441032
80,2,0.6363252078342962,0.44476539382837815,0.4606171621812033,0.44201775398055515,0.4849936592926589,0.44878117514442717
80,3,0.5,0.44370860927152317,0.4376497111455545,0.45131745808087925,0.4735803860786248,0.43764971114555445
80,4,0.6077920247992109,0.5073974918979851,0.48104833028040017,0.4814710441031421,0.5068338734676624,0.464985205016204
80,5,0.5819360293081584,0.5011976891644356,0.5068338734676624,0.5236015217697618,0.5379737917429901,0.4904889389883049
80,6,0.5697477807524306,0.5119064393405665,0.5047203043539523,0.5175426236437931,0.5154290545300831,0.47879385655910944
80,7,0.5844723122446104,0.41848668451458365,0.4042553191489362,0.46287163590249397,0.47048048471185006,0.4346907143863604
80,8,0.6116669015076793,0.4429336339298295,0.43102719458926314,0.4430040862336198,0.4817528533183035,0.428913625475553
80,9,0.5014090460758067,0.4866845145836269,0.49626602789911234,0.44737212906862056,0.5152881499225025,0.44089051711990984
84,0,0.6313935465689728,0.42644779484289136,0.4263773425391011,0.44962660278991123,0.4931661265323376,0.4532901225870085
84,1,0.5431872622234747,0.5226151895166972,0.4955615048612089,0.5395237424263774,0.5209243342257291,0.5133154854163731
84,2,0.652951951528815,0.4849936592926588,0.49387064957024096,0.4551218824855573,0.5017613075947585,0.45399464562491193
84,3,0.5,0.45441735944765393,0.4864027053684655,0.4682260109905594,0.5045793997463718,0.4487811751444272
84,4,0.6289981682401014,0.3756516838100606,0.3931238551500634,0.4359588558545865,0.41975482598280967,0.38678314780893336
84,5,0.5817951247005777,0.5153586022262928,0.501056784556855,0.47513033676201205,0.5240242355925039,0.46653515569959136
84,6,0.5593912920952515,0.49422291108919264,0.49711145554459635,0.49203888967169224,0.5296604198957306,0.46597153726926865
84,7,0.5863745244469494,0.5653092856136396,0.543891785261378,0.5202198111878258,0.5688319008031563,0.48133013949556147
84,8,0.6015922220656615,0.5211356911371002,0.5128927715936311,0.567281950119769,0.5637593349302523,0.504438495138791
84,9,0.48957305903903053,0.4906298435958856,0.505283922784275,0.47498943215443146,0.5400873608567,0.48414823164717485
88,0,0.5972946315344512,0.4589263068902353,0.466676060307172,0.47414400450894745,0.4890798929124983,0.43243624066506975
88,1,0.5725658729040439,0.5172608144286317,0.534169367338312,0.5234606171621812,0.5250105678455685,0.4707622939270114
88,2,0.6251937438354234,0.49746371706354797,0.4947160772157249,0.4833028040016908,0.5247287586304072,0.4996477384810483
88,3,0.5,0.4171480907425673,0.421727490488939,0.4731576722558827,0.45977173453571923,0.4118641679582922
88,4,0.6454135550232493,0.44800619980273354,0.4610398760039453,0.4823164717486262,0.47808933352120614,0.46371706354797804
88,5,0.5842609553332394,0.4850641115964492,0.48809356065943355,0.5107792024799211,0.5290968014654079,0.4864027053684655
88,6,0.5853177398900944,0.5687614484993659,0.5376919825278287,0.5278286599971819,0.5615048612089616,0.5004931661265324
88,7,0.5800338171058194,0.3910102860363534,0.3866422432013527,0.38086515429054524,0.4177821614766803,0.3656474566718332
88,8,0.6416091306185713,0.4153867831478089,0.44765393828378186,0.49711145554459635,0.4583626884599126,0.43328166831055376
88,9,0.5,0.549809778779766,0.5495279695646048,0.5028885444554037,0.5588276736649289,0.5168381006058897
92,0,0.603776243483162,0.5255741862758911,0.5289558968578272,0.5157108637452443,0.5624911934620263,0.4763984782302381
92,1,0.535014794983796,0.4338452867408764,0.41087783570522757,0.4329998590953924,0.44286318162603916,0.41158235874313087
92,2,0.6361843032267156,0.42835000704523035,0.4823164717486262,0.4451176553473299,0.466676060307172,0.44455403691700723
92,3,0.5,0.42517965337466535,0.4400450894744258,0.4769620966605608,0.4690714386360434,0.4406087079047485
92,4,0.6394955615048612,0.463505706636607,0.461603494434268,0.5016204029871776,0.48499365929265886,0.4308862899816824
92,5,0.5900380442440467,0.5106382978723405,0.5088065379737917,0.5265605185289559,0.5338875581231507,0.4886571790897562
92,6,0.57383401437227,0.49471607721572497,0.5014794983795969,0.4813301394955615,0.5420600253628294,0.4738621952937861
92,7,0.572988586726786,0.5375510779202479,0.5326194166549245,0.5636184303226716,0.5708045653092856,0.4861208961533042
92,8,0.6173030858109061,0.4663237987882204,0.46301254051007473,0.49330703113991825,0.4725940538255601,0.4393405664365225
92,9,0.47978018881217416,0.5085247287586304,0.4949978864308863,0.49274341270959565,0.5637593349302522,0.48893898830491755
96,0,0.5972241792306608,0.44680851063829785,0.4303226715513597,0.44244046780329715,0.49161617584895023,0.4182048752994223
96,1,0.5567845568550092,0.47935747498943215,0.49330703113991825,0.490911652811047,0.506974778075243,0.45427645484007334
